artist_count,released_year,released_month,released_day,streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2,2017,11,10,135723538,114,59,60,94,24,0,10,4
3,1958,1,1,295998468,113,73,72,32,77,0,15,5
1,2000,11,7,261116938,147,67,69,72,17,0,19,3
2,2022,11,4,136689549,100,70,92,59,3,0,10,3
1,2022,12,2,135611421,155,49,42,77,3,0,12,9
1,2021,12,3,356709897,107,54,41,39,51,0,11,16
2,2022,12,2,110649992,112,80,15,54,9,0,38,5
1,2022,10,31,301869854,166,70,57,57,9,20,11,7
1,1959,1,1,127027715,107,69,96,36,81,0,8,4
1,2022,12,9,57144458,81,47,33,68,24,0,22,38
1,2022,12,9,56870689,150,79,77,46,5,0,11,7
2,2022,10,21,323437194,110,66,19,32,69,0,12,4
1,2022,10,21,317726339,108,64,4,40,6,0,10,6
4,2022,9,28,116144341,130,89,48,74,30,0,7,36
1,2022,10,21,328207708,164,70,39,56,6,0,9,7
2,2022,5,6,608228647,114,80,42,68,2,0,66,4
2,2005,9,20,180577478,93,63,93,88,1,0,12,4
2,2021,6,25,809306935,90,87,51,69,36,0,9,8
1,2022,12,8,49262961,128,45,35,68,78,0,39,8
2,2022,5,6,614555082,97,83,47,80,2,0,24,9
1,1958,1,1,245350949,152,69,94,71,79,0,7,8
1,1957,1,1,178660459,175,51,94,34,73,0,10,5
1,2022,12,9,51641685,116,61,48,55,67,0,16,8
2,2022,12,2,78139948,80,33,51,59,76,0,44,6
2,2022,8,25,322336177,93,63,34,86,26,0,21,39
1,2022,1,7,391251368,135,70,60,58,4,0,16,3
3,2022,1,5,349585590,109,60,45,47,62,0,31,5
2,2021,8,20,674772936,125,85,64,81,2,5,7,9
1,2022,1,7,119238316,121,80,62,51,2,0,9,8
1,2022,1,7,116903579,123,74,35,73,0,0,21,5
1,2017,6,23,888046992,122,67,50,67,15,0,30,4
1,2022,1,7,200660871,143,53,50,79,0,0,8,3
1,2021,8,6,130655803,121,70,35,77,1,0,26,4
3,2022,1,7,88103848,135,41,27,64,36,0,60,3
1,2022,1,7,101114984,87,49,49,59,44,0,35,21
2,2021,4,9,1575467011,111,77,74,66,30,0,13,3
2,2022,1,7,91656026,110,75,85,84,10,0,31,19
1,2022,1,7,53933526,78,27,10,49,62,0,49,5
1,2021,11,19,267758538,180,65,37,58,2,0,4,31
1,2022,1,7,74601456,86,28,13,41,50,0,19,3
1,2021,9,17,920797189,88,74,55,85,1,0,5,22
2,2021,11,5,539595276,97,68,72,78,4,0,7,5
1,2017,12,8,1367810478,134,71,59,80,13,0,36,5
2,2020,9,21,578207856,116,75,36,76,12,0,10,10
3,2021,10,5,775542072,170,64,14,70,9,0,9,8
2,2021,11,4,656013912,118,75,46,76,3,0,9,4
3,2021,11,30,240684449,133,82,52,61,38,0,14,27
1,2021,11,12,583687007,93,63,21,52,28,0,9,3
1,2022,1,7,63803529,122,77,25,62,34,0,23,3
1,2021,11,19,466214729,88,53,55,73,9,0,3,5
4,2022,1,5,236940480,170,70,61,44,40,0,37,4
1,2022,1,7,41924466,94,46,55,50,71,0,10,11
1,2021,11,18,225259194,170,65,46,47,12,0,13,16
3,2021,10,27,393230256,90,79,79,70,57,0,66,8
1,2021,12,1,287201015,78,40,7,29,62,0,9,3
1,2018,3,9,599770206,94,57,36,58,5,0,15,3
1,2021,10,30,342779426,73,83,11,41,0,0,36,14
2,2021,8,3,673801126,176,73,79,86,42,0,7,18
1,2020,11,2,1168642797,128,81,57,63,40,1,10,4
3,2021,11,5,383550148,82,63,85,62,6,0,35,4
3,2020,3,13,530511203,95,77,40,47,2,0,9,3
1,2022,1,7,37307967,118,44,52,94,11,0,4,29
1,2021,10,22,510876816,123,75,93,86,8,0,14,3
2,2020,10,30,1763363713,110,73,14,57,40,0,11,5
2,2021,12,29,374191487,96,66,76,82,47,0,10,32
1,2022,1,9,108809090,88,56,58,55,35,0,23,11
3,2021,9,8,436695353,98,73,60,85,17,0,24,5
3,2021,9,24,421040617,110,72,67,68,0,0,14,4
3,2021,9,16,354065229,110,86,31,53,43,0,11,6
1,2021,5,21,1143647827,110,79,70,36,0,0,6,11
3,2022,1,7,311395144,78,77,49,42,1,1,13,19
2,2021,6,24,672656250,129,83,44,62,2,0,8,6
1,2021,4,1,1256880657,181,44,22,60,61,0,42,9
1,2021,11,5,245095641,144,74,39,65,5,1,11,35
2,2019,1,11,686734357,101,66,18,68,9,0,12,4
2,2021,10,21,261414174,84,67,78,63,29,0,12,5
3,2021,7,8,610045621,154,66,63,69,21,0,11,7
3,2021,3,5,1115880852,148,59,72,62,18,0,9,3
3,2021,9,3,594482982,146,85,22,37,13,0,7,30
2,2021,8,1,566954746,120,77,51,79,20,0,26,6
1,1970,1,1,0,110,53,75,69,7,0,17,3
2,2021,11,11,374706940,136,77,82,30,95,0,13,5
3,2021,11,19,184937148,141,59,56,63,12,0,6,36
1,2022,1,7,31959571,108,46,23,48,75,30,14,4
1,2021,11,19,167076418,94,42,47,36,76,0,9,5
1,2015,5,10,824420218,180,35,41,94,0,63,5,5
1,2021,9,1,363467642,122,77,51,79,5,0,16,5
1,2015,10,30,1127468248,85,59,33,52,7,15,12,3
2,2022,1,7,60680939,148,68,29,73,0,0,7,7
1,2021,12,1,247737946,120,83,59,73,6,0,5,11
2,2021,11,19,154797871,120,72,54,71,26,0,10,4
1,2021,11,17,198883004,106,86,86,79,11,0,8,9
1,2022,1,7,124407432,110,63,31,35,93,0,29,3
1,2021,5,21,850608354,169,39,36,45,81,0,8,13
1,2021,8,29,376333030,118,80,21,55,1,0,26,17
1,2021,6,25,516784627,92,91,79,66,32,0,9,16
1,2019,11,1,1608045237,112,45,19,60,63,0,9,6
1,2020,12,25,506778838,140,79,56,91,26,0,13,21
1,2010,11,29,1472799873,105,73,52,76,13,0,5,3
1,2021,7,8,513643924,178,76,63,77,14,0,15,22
2,2021,12,23,261286503,108,96,71,42,57,0,8,9
1,2021,5,21,783706581,173,40,19,29,86,0,34,4
3,2021,5,7,422691058,101,67,40,90,3,0,34,6
1,2020,1,1,1062345656,120,80,24,62,41,2,11,23
1,2020,10,23,1252563873,144,73,66,80,44,0,9,12
1,2021,3,19,851070493,133,75,96,61,0,0,18,4
2,2021,10,22,263894529,158,46,62,83,53,0,97,28
1,2021,10,1,345903614,120,81,92,90,9,0,8,7
1,2020,2,21,951637566,129,61,59,46,56,0,13,5
2,2016,11,18,956865266,102,74,45,89,5,0,26,13
4,2021,8,13,427486004,124,79,79,84,2,0,5,5
1,2016,4,20,156658366,90,73,31,45,85,24,11,3
1,2021,4,14,624515457,161,78,65,52,46,0,12,31
1,2017,3,30,777765388,120,60,11,33,90,0,8,5
1,2021,7,28,412795151,81,45,12,57,7,0,23,3
1,2019,1,1,1138474110,150,78,47,70,18,0,15,9
2,2021,9,2,355219175,105,76,58,84,10,0,13,10
1,2021,8,10,290228626,79,63,76,67,38,0,6,4
1,2010,10,4,1062956628,146,52,7,61,51,0,11,3
1,2020,4,17,1180094974,124,64,8,37,79,0,9,5
1,2014,1,1,1456081449,126,53,66,85,2,0,24,4
1,2021,8,6,432702334,121,75,53,74,2,0,11,5
3,2021,9,3,489945871,136,80,33,60,0,0,32,14
1,2021,6,25,465959382,102,77,26,63,58,0,11,5
3,2021,10,27,1223481149,77,73,54,74,23,0,41,23
1,2017,6,15,2288695111,84,44,22,48,38,0,33,24
2,2021,1,28,720825549,102,89,77,82,3,0,17,11
1,2013,8,1,2086124197,120,42,33,26,92,0,13,3
1,1991,9,10,1690192927,117,52,73,91,0,0,11,7
2,2021,9,3,593917618,168,67,29,47,5,0,22,26
2,2021,11,11,200972675,94,52,68,69,13,0,33,8
1,2022,1,10,71014967,145,41,65,88,0,0,26,5
2,2021,8,27,560222750,134,71,14,61,1,0,23,33
1,2003,9,23,1806617704,148,35,24,93,0,0,10,8
1,2022,1,10,77337771,127,60,40,89,9,0,60,6
3,2021,6,24,528544703,172,74,79,66,11,0,8,16
1,2019,11,7,865640097,90,75,19,46,21,4,34,8
2,2018,9,27,2159346687,96,57,30,40,38,0,26,3
1,2022,1,10,211372494,138,74,65,67,46,0,36,4
2,2021,4,28,651732901,120,72,67,72,0,0,13,4
1,2021,7,9,608334048,125,70,65,74,1,0,34,4
4,2021,1,15,863756573,123,82,80,86,1,0,30,13
1,2021,4,9,797402345,81,79,44,54,41,0,13,24
2,2002,5,26,1695712020,171,55,10,85,7,0,8,20
1,2019,9,20,1759567999,91,77,60,32,84,0,8,5
8,2021,8,12,223319934,84,56,61,76,10,0,14,11
2,2022,1,7,54937991,115,90,74,54,16,0,13,28
2,2021,12,29,226897599,125,69,70,89,4,0,49,3
2,2021,10,14,258316038,122,80,62,69,28,0,13,7
2,2021,4,29,596152090,92,85,92,54,16,0,29,7
3,2021,11,18,177129919,90,63,75,75,17,0,11,8
2,2022,2,10,716591492,94,84,90,70,9,0,14,8
2,1999,1,1,1210599487,93,81,53,78,18,0,6,24
1,2022,2,11,246376690,130,51,50,76,30,0,10,7
1,2022,2,11,496311364,180,35,23,61,23,0,19,6
2,2022,2,11,146789379,134,53,31,31,92,0,28,3
2,1999,1,1,843309044,95,92,31,89,3,0,8,25
1,2022,1,19,500340342,184,69,91,63,11,0,9,31
3,2022,2,11,107255472,147,47,50,80,10,0,32,38
2,2022,2,2,135079152,123,52,44,60,40,0,26,3
1,2012,1,1,822239726,123,91,49,61,3,0,17,22
1,2002,1,1,1202722675,90,90,79,71,26,0,7,37
1,2022,2,4,343197054,160,61,65,64,1,0,12,4
1,2013,8,16,240769997,115,60,37,71,8,0,48,4
2,2019,8,4,426204830,141,37,17,67,2,0,34,9
1,2016,8,5,421135627,160,31,30,88,7,0,8,8
1,2019,10,4,554875730,145,57,23,66,4,6,15,4
1,2019,6,21,467727006,89,46,43,43,23,8,8,22
3,2020,7,24,327498031,95,84,49,72,8,0,15,8
1,2021,12,10,185408548,160,60,47,62,3,0,38,4
7,2022,1,14,245400167,174,67,74,75,44,0,7,30
3,1995,12,28,579395142,92,77,76,84,3,0,38,4
2,1999,1,1,675039469,134,93,61,74,9,0,17,8
2,2021,11,19,252871192,172,31,4,86,1,0,28,17
1,2021,12,17,231996128,80,76,92,62,6,0,8,13
1,2017,3,30,1929770265,150,91,42,60,0,0,9,12
2,1999,11,21,918915401,80,78,53,74,4,0,45,21
2,2020,1,16,1180896317,166,81,83,75,14,0,29,34
1,2017,10,4,498960285,120,67,8,54,27,0,8,4
1,2020,2,29,685071800,92,86,89,79,17,0,11,6
1,2022,1,28,258714692,85,74,61,52,30,0,26,9
2,2022,1,15,143139338,154,79,86,52,66,0,9,7
2,2021,10,22,209768491,92,73,37,74,28,0,14,6
2,2022,2,11,64714573,140,89,75,70,6,0,13,5
1,2022,2,11,50746620,89,65,60,60,11,0,10,40
1,2022,1,28,154119539,135,89,89,86,16,0,8,5
1,2021,11,19,181328253,140,51,66,53,60,0,11,18
1,2015,7,24,370068639,82,47,44,76,8,91,9,3
1,2014,1,1,2280566092,79,78,58,45,47,0,18,3
1,2019,10,4,563902868,88,31,31,63,47,27,21,12
1,2021,12,24,317622165,139,44,18,38,70,0,12,4
2,2022,1,14,291709698,124,73,68,83,55,0,90,7
1,2019,10,4,203680270,80,39,45,55,73,0,9,21
2,2022,2,4,81350745,120,84,54,51,47,0,12,40
1,2019,10,4,282883169,80,56,19,46,92,72,11,3
2,2022,2,4,64787943,117,92,62,86,11,0,24,24
2,2019,6,19,2484812918,117,76,77,52,4,0,8,3
2,2019,5,16,461437791,140,62,46,73,10,0,67,11
1,2019,12,6,1439191367,99,68,57,77,2,0,10,5
2,2020,2,29,759208783,93,74,59,87,3,0,8,5
1,1991,9,24,368646862,106,44,8,20,74,42,11,3
2,2022,3,11,299634472,124,81,68,63,17,0,10,22
2,2022,3,4,756907987,95,76,96,70,18,0,33,4
1,2022,1,21,682475162,96,87,82,53,10,0,5,8
1,2021,11,11,546191065,92,81,40,73,15,0,9,8
1,2022,3,3,229473310,124,95,36,37,35,0,10,28
1,2022,3,3,202677468,72,64,76,44,70,9,12,4
1,2022,2,4,121913181,71,28,26,20,19,0,30,3
2,2022,2,1,208166039,135,78,55,57,4,0,10,8
1,2004,5,4,527033089,95,81,56,70,4,0,5,24
2,2022,3,3,94616487,71,59,70,74,56,0,11,40
1,2021,4,30,394030335,180,80,71,68,6,0,10,37
1,2022,2,18,193443895,150,65,11,58,0,0,12,9
1,2022,2,18,299648208,189,55,86,44,40,0,7,4
1,2022,2,15,182978249,85,72,55,64,49,0,7,4
1,2022,2,18,319757142,140,59,73,45,44,0,34,3
2,2013,7,16,109091573,81,77,68,70,6,0,17,20
2,2022,2,25,153240879,104,80,24,65,2,0,9,4
1,2021,9,3,346127840,129,42,33,44,62,0,8,6
1,2020,2,29,312622938,94,76,81,80,20,0,25,4
1,1975,10,31,2197010679,71,41,23,40,27,0,30,5
1,2018,3,16,1200808494,146,59,23,46,66,0,15,6
1,2020,3,27,797196073,103,69,90,88,5,0,29,8
1,2013,1,1,1970673297,124,53,66,78,0,0,16,5
1,2021,5,21,665765558,164,70,71,58,24,0,7,13
1,2021,9,10,263779030,138,69,35,57,12,0,10,9
1,2020,10,8,339473453,126,67,37,46,13,0,10,39
2,2017,2,22,2204080728,103,61,47,65,3,0,17,4
2,2016,5,31,2591224264,95,75,64,52,41,0,11,3
1,2022,2,22,135444283,200,39,28,77,4,0,6,29
2,2019,6,28,236872197,98,68,33,43,38,0,36,14
1,2022,4,8,694525298,107,91,32,56,3,0,11,10
1,2022,3,23,240661097,174,58,56,83,5,0,7,4
1,2022,2,17,421365166,92,45,27,67,32,0,13,14
2,2022,3,25,349746291,90,81,59,83,9,0,11,5
1,2022,3,31,255120451,147,60,58,69,2,0,58,4
1,2022,4,1,190981339,143,68,41,55,16,0,10,12
1,2015,1,11,924193303,101,76,63,71,3,0,10,3
1,2022,4,5,305771063,118,70,54,71,0,0,33,4
3,2022,3,18,273005485,98,83,63,74,14,0,16,6
1,2022,4,6,89566512,138,72,22,46,24,0,9,6
1,2015,1,1,677389855,114,59,30,62,1,0,8,4
2,2022,4,7,75476209,180,63,45,64,34,0,9,8
1,2021,9,9,408843328,145,56,41,57,1,0,13,3
3,2022,1,30,187772591,115,78,63,64,1,0,7,4
3,2022,3,31,178512385,82,79,48,84,13,0,21,23
1,2022,4,8,101780047,166,70,22,61,2,0,10,34
3,2022,3,30,118381354,92,86,91,79,29,0,60,16
1,2022,4,8,146363130,108,71,55,44,74,0,11,6
1,2022,3,25,126443991,84,71,63,45,45,0,11,3
1,2022,3,25,157990698,95,69,90,91,6,0,35,4
4,2022,3,17,176290831,135,93,77,45,25,0,13,27
1,2019,12,13,1023187129,110,57,6,27,84,0,9,3
2,1996,11,24,106933107,88,89,59,64,5,0,19,7
1,2022,3,30,139193812,119,87,28,50,12,0,10,10
1,2022,3,18,212234990,120,58,71,80,15,0,7,41
1,2016,9,23,1714490998,122,86,97,80,36,0,9,6
2,2022,3,18,197643795,98,78,83,75,41,0,27,8
1,2019,12,13,807015863,140,45,25,84,21,0,13,6
3,2013,1,1,933815613,116,79,87,81,4,0,10,4
1,2021,6,25,499710590,124,86,62,49,51,0,35,21
6,2022,2,25,120847157,105,91,73,72,13,0,9,15
1,2022,4,5,53909146,118,68,24,58,44,0,6,3
1,2014,6,20,2236667932,108,61,20,38,61,0,10,5
1,2015,11,9,2123309722,100,61,53,38,84,0,28,44
1,2022,5,13,301242089,140,81,39,66,38,0,12,14
1,2022,4,14,723894473,109,84,72,74,10,0,34,7
3,2022,5,13,237351106,101,78,40,74,36,0,17,27
1,2022,5,6,461558540,78,56,61,90,36,0,18,31
1,2022,5,6,417230415,93,79,22,55,31,0,12,5
1,2022,5,13,156898322,87,52,32,83,24,0,17,43
2,2022,5,13,127309180,153,55,50,78,19,0,11,35
1,2022,5,6,313113297,142,87,93,59,28,0,17,5
1,2022,5,13,173702135,96,85,41,43,39,0,12,21
2,2022,5,12,271666301,125,50,39,78,4,0,11,33
1,2022,5,6,305650299,85,71,43,65,23,0,9,5
2,2022,5,13,123216717,140,92,78,57,46,0,14,9
2,2022,5,6,479655659,196,66,58,79,23,0,22,20
1,2022,5,13,126191104,134,78,51,43,69,0,14,9
2,2022,5,6,344055883,103,80,45,62,76,0,10,38
1,2022,5,6,338422004,130,82,50,67,12,0,13,5
2,2022,5,13,68895644,108,65,52,69,31,0,8,36
3,2022,5,13,86176890,123,61,66,71,53,0,32,46
1,2022,5,6,403231558,152,84,74,69,21,0,18,6
2,2022,5,6,319546754,108,78,55,60,59,0,7,4
1,2022,5,13,61739839,72,56,56,47,76,0,8,36
1,2022,5,6,283359161,121,86,67,65,42,0,35,7
3,2022,5,13,76831876,138,57,71,82,19,0,15,29
1,2022,5,6,283332261,188,50,41,50,69,0,12,6
2,2022,2,14,307752576,110,80,26,85,23,0,11,21
1,2022,5,6,279737940,105,81,77,79,19,0,47,8
1,2022,5,6,212351890,118,63,60,70,5,0,9,31
2,2019,5,31,1304313953,176,61,24,62,60,0,24,31
1,2022,5,6,150500965,158,83,41,65,0,10,11,8
1,2022,5,6,246127838,115,85,72,58,9,0,49,12
1,2016,1,15,582863434,110,51,48,82,0,0,5,3
2,2022,5,13,58687425,174,73,26,54,30,0,34,32
2,2022,4,29,212109195,130,91,91,96,3,0,3,9
1,2022,4,29,382199619,78,36,30,54,34,0,14,5
1,2022,5,13,41210087,104,44,74,42,88,0,9,9
1,2022,5,13,231657891,121,64,80,88,0,0,12,6
1,2022,3,10,53729194,105,83,32,82,14,0,12,4
1,2022,4,22,244741137,81,38,20,66,9,0,9,8
1,2022,5,13,42485571,170,37,14,24,80,0,11,4
1,2022,5,13,37778188,78,43,60,38,76,1,48,38
1,2022,4,29,254218729,125,88,28,66,6,0,13,31
1,2022,5,13,53603447,92,66,29,65,23,0,8,7
1,2022,4,22,160035717,140,84,61,42,31,0,9,9
2,2022,4,25,164163229,96,61,32,90,25,0,10,9
1,2022,5,13,37091576,118,66,83,43,84,0,19,19
2,2022,2,6,284249832,92,71,67,60,7,0,6,4
2,2022,5,13,33381454,140,49,50,37,87,0,11,35
2,2022,4,1,184622518,174,68,45,71,18,0,11,25
2,2022,1,26,300983101,127,77,53,78,19,0,29,4
2,2022,5,6,121077868,96,71,37,52,62,0,11,36
2,2022,4,29,106919680,150,82,82,66,13,0,11,6
1,2022,4,13,136996305,100,87,46,60,1,0,13,16
1,2021,12,24,65719930,105,73,59,81,13,0,9,6
1,2022,5,2,229497852,104,86,43,62,5,0,13,14
1,2022,3,23,185550869,154,54,45,79,1,0,17,5
1,2022,2,22,54682594,80,47,33,83,18,0,10,5
2,2022,4,24,240580042,150,53,14,43,64,0,13,3
1,1998,3,31,1284942608,156,32,49,72,0,0,9,4
1,2022,5,8,71423324,98,76,79,81,18,0,6,34
1,2019,11,7,244891912,92,58,27,36,86,0,9,3
1,2022,5,6,132171975,144,47,7,50,32,0,7,4
1,2017,10,20,184706613,150,37,27,56,8,0,13,3
1,2021,8,9,184826429,138,70,31,44,84,0,9,39
1,2022,6,10,302006641,172,56,68,89,4,0,33,19
1,2022,6,10,330881149,77,72,70,82,2,0,4,17
1,2022,5,20,334733572,107,72,36,72,26,6,11,4
1,2022,5,20,366214458,114,51,39,29,90,0,10,4
1,2022,6,10,114546317,117,63,29,51,43,0,25,4
1,2022,5,20,290833204,146,69,63,45,48,0,18,4
1,2022,5,6,448500832,160,80,74,60,8,0,14,26
4,2022,6,10,136676504,120,88,15,56,1,0,8,6
3,2022,5,27,190625045,100,82,76,70,16,0,8,5
1,2022,6,10,79095270,158,60,68,84,4,0,24,11
1,2022,5,20,273194684,142,56,40,54,72,0,10,4
4,2022,5,20,333146475,170,80,77,85,11,0,17,14
2,2022,5,27,194902696,84,71,39,86,2,0,51,25
1,2022,5,20,311482393,139,58,30,46,14,0,9,3
1,1982,1,1,195918494,151,73,88,67,20,0,32,5
2,2022,6,8,248511839,128,82,42,75,6,0,63,6
1,2022,5,20,233671263,118,56,20,54,67,0,6,5
1,2022,5,20,199587884,183,65,88,72,36,14,20,3
1,2022,6,9,91781263,83,63,29,62,4,0,18,4
2,2022,2,18,383835984,122,85,42,80,6,0,17,14
1,2022,5,20,236060709,165,72,90,48,32,0,18,23
1,2022,5,20,189236868,106,83,90,64,35,5,9,4
2,2022,5,25,160845341,77,81,68,58,83,0,11,34
1,2014,1,1,588955257,91,57,30,89,10,0,33,8
1,2022,5,3,238350348,148,51,21,63,5,0,41,3
1,2022,5,20,187703102,114,71,90,81,31,2,13,3
2,2022,6,10,295307001,120,91,63,77,12,1,10,5
2,2022,6,2,138334433,92,83,56,82,10,0,9,5
1,2016,11,10,445590495,118,56,25,45,1,3,7,3
3,2022,3,18,286739476,123,60,46,71,3,0,16,4
1,2018,9,12,1122364376,89,52,28,48,54,1,19,3
1,2022,6,2,157136970,110,81,61,93,49,0,12,11
1,2022,5,20,137070925,118,42,32,20,94,0,11,4
1,2021,5,15,183273246,90,68,54,76,21,0,11,20
1,2022,5,13,184807630,130,49,14,40,82,0,11,3
1,2022,5,13,164856284,154,70,97,62,47,0,10,4
1,1986,3,3,704171068,105,54,59,83,0,44,20,4
1,2022,6,21,354614964,115,70,87,88,4,0,26,8
5,2022,6,16,279717388,110,91,59,82,8,0,6,8
1,2022,6,17,195628667,125,51,5,68,12,2,15,6
1,2022,6,10,221752937,102,73,62,75,0,0,34,8
1,2022,2,6,263280370,120,81,72,65,4,0,14,4
1,2022,6,24,213505179,97,80,36,86,4,0,3,5
2,2022,3,24,130419412,140,44,41,92,0,0,44,7
1,2022,7,1,155795783,97,78,31,72,1,0,11,4
1,1987,1,1,1553497987,125,45,67,90,9,11,10,5
1,2022,5,12,293466523,88,80,55,56,13,0,8,9
1,2022,3,19,711366595,170,56,52,64,11,0,45,7
1,2022,6,17,191448892,137,88,8,49,9,0,9,14
3,2022,7,1,85924992,157,88,52,69,0,0,8,23
3,2022,6,3,176103902,130,95,83,57,54,0,10,25
3,2022,7,6,121189256,90,85,80,83,10,0,8,11
1,2022,6,24,131746175,183,44,44,67,7,0,12,13
1,2022,5,2,244790012,128,58,68,91,2,0,27,11
3,2022,6,10,129314708,130,71,78,40,46,0,7,45
1,2022,8,4,331511413,126,63,56,43,24,0,12,23
3,2022,8,5,219196651,120,77,94,87,2,0,23,12
3,2022,8,5,170732845,130,72,18,46,7,0,28,8
1,2020,12,18,273914335,122,70,46,76,30,0,9,45
1,2022,8,5,179061440,172,74,46,58,15,0,13,8
1,2022,7,20,185236961,103,61,38,62,14,0,23,40
1,2022,7,29,171788484,122,55,46,64,0,0,17,10
1,2019,9,13,387080183,130,47,56,90,0,0,10,4
1,2022,8,1,264717480,105,81,70,65,24,0,8,4
1,2022,3,11,244928911,120,90,73,51,39,0,9,6
1,2022,7,12,97610446,145,56,43,53,24,0,12,4
2,2022,7,22,287278853,99,79,64,59,28,0,11,14
1,2008,1,1,887906111,88,79,66,65,5,0,25,14
4,2022,7,15,123473120,126,81,90,73,28,0,29,4
2,2022,8,15,295152154,136,77,71,75,33,1,13,4
2,2022,2,18,323455692,113,70,97,59,55,0,27,12
3,2022,6,16,240918092,132,82,49,88,20,0,21,3
3,2022,5,20,191873381,135,77,74,74,47,0,34,8
2,2017,11,10,284216603,126,67,49,77,11,0,19,11
1,2022,9,9,239411309,102,67,72,74,30,0,36,4
1,2022,8,22,265548837,125,68,80,92,10,0,9,12
1,2013,1,1,703301727,149,37,28,66,14,0,9,5
2,2022,6,15,244585109,137,74,71,89,24,61,15,5
1,2022,8,26,189476119,120,77,78,91,14,0,33,12
1,2022,1,20,277132266,100,90,75,50,11,0,9,26
1,2022,6,3,278920007,164,70,58,57,25,0,15,7
1,2022,6,10,222410722,93,65,79,66,31,0,22,7
1,2022,9,13,185392587,180,65,52,80,5,0,6,25
1,2022,7,15,202452860,79,34,22,31,43,63,10,7
1,2002,8,5,1608164312,146,56,21,44,73,0,11,2
1,2000,7,10,624101957,103,37,17,27,75,5,10,3
1,2022,9,2,148461629,140,70,26,76,8,0,54,23
2,2022,9,13,47093942,92,81,48,70,13,0,15,7
1,2016,6,23,380319238,102,64,4,60,11,0,19,4
2,2022,7,22,209106362,118,82,75,85,33,1,11,4
1,2022,9,13,53987404,93,78,75,62,6,0,15,6
1,2022,6,23,115331792,150,70,26,56,14,83,11,5
1,2022,10,7,225093344,130,52,24,60,0,0,8,3
2,2022,10,14,84697729,83,65,24,53,6,0,51,4
4,2022,8,18,159240673,102,84,43,75,5,0,6,8
1,2022,10,17,170709584,136,73,65,91,4,0,48,18
1,1982,5,16,154356956,145,66,24,58,17,0,19,5
1,2018,11,21,723043854,130,57,24,37,11,18,16,3
1,2022,7,14,247689123,156,72,92,77,9,0,8,11
1,2022,9,29,176474912,123,57,50,85,5,0,16,4
1,2022,9,16,235549288,132,92,53,62,7,0,63,10
1,2022,10,14,85559365,162,74,22,67,0,0,11,46
3,2022,9,22,146223492,138,80,82,81,14,0,13,36
3,2022,7,1,187701588,161,59,62,60,12,0,5,44
2,2022,11,4,154863153,131,91,23,55,1,0,7,32
3,2022,11,4,191333656,122,75,45,63,6,0,35,12
1,2022,10,21,253650850,80,80,16,28,17,0,12,39
1,2022,10,21,223064273,109,75,11,50,20,0,30,17
2,2022,11,4,170413877,158,84,33,36,2,0,39,59
1,2022,10,21,218320587,126,66,12,35,55,0,9,14
2,2022,11,4,141720999,104,73,25,61,1,0,32,7
1,2022,10,21,187339835,110,48,15,31,80,22,12,4
2,2022,11,4,198365537,130,77,20,70,1,0,16,5
1,2022,10,21,186104310,177,34,39,16,97,0,12,5
1,2022,10,21,177503916,158,48,55,84,43,0,15,12
2,2022,11,4,71095708,114,62,25,44,51,33,14,3
2,2022,11,4,112436403,144,93,62,61,0,0,12,20
1,2022,10,28,203436468,125,54,22,76,0,0,14,3
1,2022,11,4,93367537,142,85,40,43,4,0,39,32
2,2022,11,4,106249219,120,64,11,53,1,0,25,27
1,2022,10,21,181382590,96,57,55,74,22,0,8,4
1,2022,11,3,91473363,144,60,24,39,57,0,8,3
1,2022,10,21,121871870,166,42,7,24,83,1,12,6
2,2022,11,3,73513683,92,80,81,67,4,0,8,6
3,2022,10,20,133895612,97,82,67,77,8,0,12,5
1,2022,11,4,96007391,90,61,32,67,15,0,11,5
